ID,PROJECT,FILE,START,END,LOC,LOCNAMM,WMC,WMCNAMM,NOM,NOMNAMM,NOA,AMW,AMWNAMM,NOAM,WOC,is_god_class
C-000363,Xeokit-SDK,src/viewer/scene/CameraControl/lib/controllers/PanController.js,17,110,94,94,8,8,4,4,1,2.0,2.0,0,0.8,0
C-000364,Xeokit-SDK,src/viewer/scene/CameraControl/lib/controllers/PickController.js,12,257,246,246,43,43,4,4,12,10.75,10.75,0,0.25,1
C-000366,Xeokit-SDK,src/viewer/scene/CameraControl/lib/handlers/KeyboardAxisViewHandler.js,18,120,103,103,3,3,3,3,2,1.0,1.0,0,0.6,0
C-000367,Xeokit-SDK,src/viewer/scene/CameraControl/lib/handlers/KeyboardPanRotateDollyHandler.js,4,177,174,174,3,3,3,3,5,1.0,1.0,0,0.375,0
C-000373,Xeokit-SDK,src/viewer/scene/canvas/Canvas.js,22,490,469,427,34,23,18,10,11,1.8888888888888888,2.3,8,0.3103448275862069,1
C-000374,Xeokit-SDK,src/viewer/scene/canvas/Spinner.js,163,321,159,123,23,13,8,5,4,2.875,2.6,3,0.4166666666666667,0
C-000375,Xeokit-SDK,src/viewer/scene/Component.js,121,905,785,776,122,119,25,22,18,4.88,5.409090909090909,3,0.5116279069767442,1
C-000384,Xeokit-SDK,src/viewer/scene/lights/DirLight.js,98,312,215,177,17,4,11,2,13,1.5454545454545454,2.0,9,0.0833333333333333,0
C-000385,Xeokit-SDK,src/viewer/scene/lights/Light.js,8,27,20,14,3,1,3,1,0,1.0,1.0,2,0.3333333333333333,0
C-000388,Xeokit-SDK,src/viewer/scene/lights/ReflectionMap.js,47,77,31,28,3,2,3,2,0,1.0,1.0,1,0.6666666666666666,0
C-000393,Xeokit-SDK,src/viewer/scene/lod/LODState.js,10,125,116,116,9,9,2,2,7,4.5,4.5,0,0.2222222222222222,0
C-000394,Xeokit-SDK,src/viewer/scene/marker/Marker.js,116,381,266,193,30,10,15,4,17,2.0,2.5,11,0.125,0
C-000396,Xeokit-SDK,src/viewer/scene/materials/EdgeMaterial.js,132,357,226,152,32,6,14,2,7,2.2857142857142856,3.0,12,0.0952380952380952,0
C-000401,Xeokit-SDK,src/viewer/scene/materials/Material.js,19,37,19,16,3,2,3,2,0,1.0,1.0,1,0.6666666666666666,0
C-000403,Xeokit-SDK,src/viewer/scene/materials/PhongMaterial.js,89,858,770,555,117,37,43,3,27,2.7209302325581395,12.333333333333334,40,0.0428571428571428,1
C-000406,Xeokit-SDK,src/viewer/scene/materials/Texture.js,88,511,424,346,71,50,27,10,12,2.6296296296296298,5.0,17,0.2564102564102564,0
C-000407,Xeokit-SDK,src/viewer/scene/math/Frustum.js,10,28,19,19,5,5,2,2,3,2.5,2.5,0,0.4,0
C-000408,Xeokit-SDK,src/viewer/scene/math/Frustum.js,33,40,8,8,1,1,1,1,1,1.0,1.0,0,0.5,0
C-000414,Xeokit-SDK,src/viewer/scene/mesh/Mesh.js,179,1951,1773,1423,281,178,115,49,50,2.4434782608695653,3.63265306122449,66,0.296969696969697,1
C-000421,Xeokit-SDK,src/viewer/scene/model/dtx/triangles/DataTextureGenerator.js,8,631,624,624,36,36,15,15,0,2.4,2.4,0,1.0,1
C-000432,Xeokit-SDK,src/viewer/scene/model/dtx/triangles/renderers/TrianglesDataTexturePickNormalsFlatRenderer.js,10,501,492,492,41,41,11,11,2,3.727272727272727,3.727272727272727,0,0.8461538461538461,1
C-000435,Xeokit-SDK,src/viewer/scene/model/dtx/triangles/renderers/TrianglesDataTextureSilhouetteRenderer.js,13,462,450,450,44,44,11,11,2,4.0,4.0,0,0.8461538461538461,1
C-000439,Xeokit-SDK,src/viewer/scene/model/dtx/triangles/TrianglesDataTextureLayer.js,56,1352,1297,1297,263,263,53,53,25,4.962264150943396,4.962264150943396,0,0.6794871794871795,1
C-000441,Xeokit-SDK,src/viewer/scene/model/PerformanceModel.js,15,26,12,12,1,1,1,1,0,1.0,1.0,0,1.0,0
C-000449,Xeokit-SDK,src/viewer/scene/model/vbo/linesBatching/LinesBatchingLayer.js,20,762,743,743,152,152,38,38,22,4.0,4.0,0,0.6333333333333333,1
C-000458,Xeokit-SDK,src/viewer/scene/model/vbo/pointsBatching/PointsBatchingLayer.js,22,773,752,752,154,154,36,36,21,4.277777777777778,4.277777777777778,0,0.631578947368421,1
C-000460,Xeokit-SDK,src/viewer/scene/model/vbo/pointsBatching/renderers/PointsBatchingColorRenderer.js,6,165,160,160,22,22,4,4,0,5.5,5.5,0,1.0,0
C-000461,Xeokit-SDK,src/viewer/scene/model/vbo/pointsBatching/renderers/PointsBatchingOcclusionRenderer.js,6,133,128,128,18,18,3,3,0,6.0,6.0,0,1.0,0
C-000462,Xeokit-SDK,src/viewer/scene/model/vbo/pointsBatching/renderers/PointsBatchingPickDepthRenderer.js,6,152,147,147,18,18,3,3,0,6.0,6.0,0,1.0,0
C-000485,Xeokit-SDK,src/viewer/scene/model/vbo/trianglesBatching/renderers/TrianglesBatchingEdgesColorRenderer.js,6,127,122,122,14,14,2,2,0,7.0,7.0,0,1.0,0
C-000487,Xeokit-SDK,src/viewer/scene/model/vbo/trianglesBatching/renderers/TrianglesBatchingFlatColorRenderer.js,6,235,230,230,31,31,3,3,0,10.333333333333334,10.333333333333334,0,1.0,0
C-000489,Xeokit-SDK,src/viewer/scene/model/vbo/trianglesBatching/renderers/TrianglesBatchingOcclusionRenderer.js,6,119,114,114,14,14,2,2,0,7.0,7.0,0,1.0,0
C-000492,Xeokit-SDK,src/viewer/scene/model/vbo/trianglesBatching/renderers/TrianglesBatchingPickMeshRenderer.js,6,128,123,123,14,14,2,2,0,7.0,7.0,0,1.0,0
C-000495,Xeokit-SDK,src/viewer/scene/model/vbo/trianglesBatching/renderers/TrianglesBatchingShadowRenderer.js,8,106,99,99,10,10,2,2,0,5.0,5.0,0,1.0,0
C-000505,Xeokit-SDK,src/viewer/scene/model/vbo/trianglesInstancing/renderers/TrianglesInstancingFlatColorRenderer.js,6,242,237,237,31,31,3,3,0,10.333333333333334,10.333333333333334,0,1.0,1
C-000516,Xeokit-SDK,src/viewer/scene/model/vbo/trianglesInstancing/TrianglesInstancingLayer.js,28,1172,1145,1145,281,281,40,40,32,7.025,7.025,0,0.5555555555555556,1
C-000517,Xeokit-SDK,src/viewer/scene/model/vbo/trianglesInstancing/TrianglesInstancingRenderers.js,20,297,278,164,98,60,22,3,1,4.454545454545454,20.0,19,0.1304347826086956,0
C-000523,Xeokit-SDK,src/viewer/scene/model/vbo/VBOSceneModelRenderers.js,691,707,17,17,2,2,1,1,0,2.0,2.0,0,1.0,0
C-000531,Xeokit-SDK,src/viewer/scene/paths/Path.js,11,237,227,141,32,13,12,6,8,2.6666666666666665,2.1666666666666665,6,0.3,1
C-000540,Xeokit-SDK,src/viewer/scene/utils/LoadingManager.js,1,82,82,82,20,20,9,9,9,2.2222222222222223,2.2222222222222223,0,0.5,0
C-000541,Xeokit-SDK,src/viewer/scene/utils/Map.js,2,43,42,42,10,10,3,3,2,3.333333333333333,3.333333333333333,0,0.6,0
C-000542,Xeokit-SDK,src/viewer/scene/utils/Queue.js,5,54,50,47,8,7,5,4,5,1.6,1.75,1,0.4,0
C-000544,Xeokit-SDK,src/viewer/scene/utils/textureTranscoders/TextureTranscoder.js,10,29,20,20,2,2,2,2,0,1.0,1.0,0,1.0,0
C-000545,Xeokit-SDK,src/viewer/scene/utils/WorkerPool.js,5,73,69,69,13,13,8,8,5,1.625,1.625,0,0.6153846153846154,0
C-000548,Xeokit-SDK,src/viewer/scene/vfc/VFCState.js,68,391,324,324,67,67,13,13,6,5.153846153846154,5.153846153846154,0,0.6842105263157895,1
C-000549,Xeokit-SDK,src/viewer/scene/viewport/Viewport.js,62,210,149,68,13,3,8,3,3,1.625,1.0,5,0.2727272727272727,0
C-000550,Xeokit-SDK,src/viewer/scene/webgl/ArrayBuf.js,6,119,114,114,25,25,6,6,13,4.166666666666667,4.166666666666667,0,0.3157894736842105,0
C-000552,Xeokit-SDK,src/viewer/scene/webgl/Drawable.js,8,268,261,246,23,16,23,16,0,1.0,1.0,7,0.6956521739130435,0
C-000556,Xeokit-SDK,src/viewer/scene/webgl/Pickable.js,8,67,60,58,7,6,7,6,0,1.0,1.0,1,0.8571428571428571,0
C-000558,Xeokit-SDK,src/viewer/scene/webgl/Program.js,33,179,147,147,31,31,7,7,2,4.428571428571429,4.428571428571429,0,0.7777777777777778,0
C-000568,Xeokit-SDK,src/viewer/Viewer.js,20,533,514,511,63,62,17,16,10,3.7058823529411766,3.875,1,0.5185185185185185,0
C-000570,PlayCanvas,extras/exporters/gltf-exporter.js,105,678,574,574,28,28,14,14,0,2.0,2.0,0,1.0,1
C-000576,PlayCanvas,extras/mini-stats/render2d.js,23,218,196,196,11,11,3,3,16,3.6666666666666665,3.6666666666666665,0,0.1578947368421052,0
C-000586,PlayCanvas,src/core/math/curve-evaluator.js,9,218,210,210,29,29,6,6,8,4.833333333333333,4.833333333333333,0,0.4285714285714285,0
C-000592,PlayCanvas,src/core/math/quat.js,9,737,729,729,49,49,22,22,6,2.227272727272727,2.227272727272727,0,0.7857142857142857,1
C-000595,PlayCanvas,src/core/math/vec4.js,6,611,606,606,41,41,28,28,6,1.4642857142857142,1.4642857142857142,0,0.8235294117647058,0
C-000622,PlayCanvas,src/framework/anim/controller/anim-blend-tree.js,11,104,94,87,17,14,7,5,6,2.4285714285714284,2.8,2,0.3846153846153846,0
C-000636,PlayCanvas,src/framework/anim/evaluator/anim-target.js,16,65,50,32,10,4,7,1,6,1.4285714285714286,4.0,6,0.0769230769230769,0
C-000638,PlayCanvas,src/framework/anim/state-graph/anim-state-graph.js,15,135,121,115,14,12,3,1,2,4.666666666666667,12.0,2,0.2,0
C-000650,PlayCanvas,src/framework/bundle/bundle.js,6,54,49,49,7,7,4,4,1,1.75,1.75,0,0.8,0
C-000653,PlayCanvas,src/framework/components/anim/component.js,24,783,760,625,110,73,57,32,15,1.9298245614035088,2.28125,25,0.4444444444444444,1
C-000668,PlayCanvas,src/framework/components/camera/component.js,43,1033,991,768,121,46,86,23,11,1.4069767441860466,2.0,63,0.2371134020618556,1
C-000671,PlayCanvas,src/framework/components/camera/post-effect-queue.js,22,376,355,355,50,50,17,17,6,2.9411764705882355,2.9411764705882355,0,0.7391304347826086,1
C-000676,PlayCanvas,src/framework/components/collision/system.js,216,227,12,12,5,5,1,1,0,5.0,5.0,0,1.0,0
C-000683,PlayCanvas,src/framework/components/collision/system.js,572,836,265,265,44,44,16,16,6,2.75,2.75,0,0.7272727272727273,1
C-000716,PlayCanvas,src/framework/components/registry.js,6,250,245,245,8,8,4,4,24,2.0,2.0,0,0.1428571428571428,0
C-000720,PlayCanvas,src/framework/components/rigid-body/component.js,57,1020,964,749,144,73,49,21,15,2.938775510204082,3.4761904761904763,28,0.328125,1
C-000734,PlayCanvas,src/framework/components/script-legacy/data.js,1,16,16,16,1,1,1,1,9,1.0,1.0,0,0.1,0
C-000736,PlayCanvas,src/framework/components/scroll-view/component.js,60,707,648,642,141,139,58,56,10,2.431034482758621,2.482142857142857,2,0.8235294117647058,1
C-000741,PlayCanvas,src/framework/components/scrollbar/system.js,21,48,28,28,3,3,3,3,4,1.0,1.0,0,0.4285714285714285,0
C-000742,PlayCanvas,src/framework/components/sound/component.js,15,602,588,480,84,55,33,17,9,2.5454545454545454,3.235294117647059,16,0.4047619047619047,0
C-000744,PlayCanvas,src/framework/components/sound/slot.js,37,714,678,523,106,53,40,20,20,2.65,2.65,20,0.3333333333333333,1
C-000745,PlayCanvas,src/framework/components/sound/system.js,19,178,160,146,21,17,9,6,5,2.333333333333333,2.833333333333333,3,0.4285714285714285,0
C-000746,PlayCanvas,src/framework/components/sprite/component.js,36,978,943,683,180,90,57,21,28,3.1578947368421053,4.285714285714286,36,0.2470588235294117,1
C-000750,PlayCanvas,src/framework/components/system.js,14,171,158,158,14,14,7,7,3,2.0,2.0,0,0.7,0
C-000763,PlayCanvas,src/framework/handlers/basis.js,189,224,36,36,4,4,2,2,3,2.0,2.0,0,0.4,0
C-000773,PlayCanvas,src/framework/handlers/hierarchy.js,4,33,30,30,3,3,3,3,3,1.0,1.0,0,0.5,0
C-000783,PlayCanvas,src/framework/handlers/script.js,14,123,110,110,9,9,6,6,4,1.5,1.5,0,0.6,0
C-000793,PlayCanvas,src/framework/i18n/i18n.js,25,439,415,346,62,47,18,14,6,3.4444444444444446,3.357142857142857,4,0.5833333333333334,1
C-000804,PlayCanvas,src/framework/lightmapper/lightmapper.js,62,1143,1082,1082,156,156,29,29,14,5.379310344827586,5.379310344827586,0,0.6744186046511628,1
C-000844,PlayCanvas,src/platform/audio/channel.js,12,247,236,236,40,40,17,17,11,2.3529411764705883,2.3529411764705883,0,0.6071428571428571,0
C-000847,PlayCanvas,src/platform/graphics/bind-group-format.js,33,50,18,18,1,1,1,1,5,1.0,1.0,0,0.1666666666666666,0
C-000851,PlayCanvas,src/platform/graphics/debug-graphics.js,7,55,49,49,5,5,4,4,1,1.25,1.25,0,0.8,0
C-000859,PlayCanvas,src/platform/graphics/graphics-device-access.js,9,19,11,11,2,2,2,2,1,1.0,1.0,0,0.6666666666666666,0
C-000862,PlayCanvas,src/platform/graphics/null/null-graphics-device.js,13,171,159,153,33,31,33,31,3,1.0,1.0,2,0.8611111111111112,0
C-000887,PlayCanvas,src/platform/graphics/versioned-object.js,5,21,17,17,2,2,2,2,1,1.0,1.0,0,0.6666666666666666,0
C-000906,PlayCanvas,src/platform/graphics/webgpu/webgpu-bind-group.js,9,121,113,113,3,3,3,3,1,1.0,1.0,0,0.75,0
C-000911,PlayCanvas,src/platform/graphics/webgpu/webgpu-dynamic-buffers.js,6,91,86,86,8,8,3,3,1,2.6666666666666665,2.6666666666666665,0,0.75,0
C-000913,PlayCanvas,src/platform/graphics/webgpu/webgpu-graphics-device.js,29,845,817,811,91,89,43,41,12,2.116279069767442,2.1707317073170733,2,0.7454545454545455,1
C-000918,PlayCanvas,src/platform/graphics/webgpu/webgpu-render-pipeline.js,98,374,277,277,28,28,6,6,4,4.666666666666667,4.666666666666667,0,0.6,1
C-000923,PlayCanvas,src/platform/graphics/webgpu/webgpu-texture.js,75,466,392,392,54,54,13,13,6,4.153846153846154,4.153846153846154,0,0.6842105263157895,1
C-000927,PlayCanvas,src/platform/graphics/webgpu/webgpu-vertex-buffer.js,8,25,18,18,3,3,3,3,0,1.0,1.0,0,1.0,0
C-000964,PlayCanvas,src/scene/graphics/light-cube.js,19,47,29,29,5,5,1,1,1,5.0,5.0,0,0.5,0
C-000965,PlayCanvas,src/scene/graphics/lightmap-cache.js,5,21,17,17,3,3,3,3,1,1.0,1.0,0,0.75,0
C-000972,PlayCanvas,src/scene/immediate/immediate.js,14,259,246,234,28,24,16,14,12,1.75,1.7142857142857142,2,0.5,0
C-000978,PlayCanvas,src/scene/lighting/light-texture-atlas.js,25,387,363,363,56,56,13,13,12,4.307692307692308,4.307692307692308,0,0.52,1
C-000980,PlayCanvas,src/scene/lighting/lights-buffer.js,92,499,408,408,74,74,23,23,22,3.217391304347826,3.217391304347826,0,0.5111111111111111,1
C-000988,PlayCanvas,src/scene/materials/material.js,45,612,568,473,69,37,40,17,19,1.725,2.176470588235294,23,0.288135593220339,0
C-000992,PlayCanvas,src/scene/materials/standard-material.js,537,888,352,337,80,76,17,13,7,4.705882352941177,5.846153846153846,4,0.5416666666666666,1
C-000994,PlayCanvas,src/scene/mesh-instance.js,46,60,15,9,3,1,3,1,2,1.0,1.0,2,0.2,0
C-000997,PlayCanvas,src/scene/mesh-instance.js,157,958,802,591,116,58,46,20,34,2.5217391304347827,2.9,26,0.25,1
C-000999,PlayCanvas,src/scene/mesh.js,80,87,8,8,1,1,1,1,4,1.0,1.0,0,0.2,0
C-001010,PlayCanvas,src/scene/renderer/forward-renderer.js,63,1129,1067,1067,149,149,20,20,48,7.45,7.45,0,0.2941176470588235,1
C-001012,PlayCanvas,src/scene/renderer/renderer.js,73,1321,1249,1249,190,190,38,38,58,5.0,5.0,0,0.3958333333333333,1
C-001019,PlayCanvas,src/scene/scene.js,26,795,770,571,89,28,45,10,45,1.9777777777777776,2.8,35,0.1111111111111111,1
C-001030,PlayCanvas,src/scene/shader-lib/programs/standard.js,25,514,490,490,89,89,7,7,2,12.714285714285714,12.714285714285714,0,0.7777777777777778,1
C-001033,PlayCanvas,src/scene/shader-pass.js,69,151,83,83,6,6,5,5,3,1.2,1.2,0,0.625,0
C-001036,PlayCanvas,src/scene/skin-instance.js,16,188,173,167,22,20,11,9,5,2.0,2.2222222222222223,2,0.5625,0
C-001039,PlayCanvas,src/scene/skin.js,8,23,16,16,1,1,1,1,3,1.0,1.0,0,0.25,0
C-001044,OpenLayers,examples/custom-interactions.js,12,45,34,34,1,1,1,1,4,1.0,1.0,0,0.2,0
C-001048,OpenLayers,examples/es2015-custom-element.js,6,39,34,34,1,1,1,1,2,1.0,1.0,0,0.3333333333333333,0
C-001059,OpenLayers,src/ol/control/MousePosition.js,66,306,241,241,33,33,11,11,6,3.0,3.0,0,0.6470588235294118,1
C-001060,OpenLayers,src/ol/control/OverviewMap.js,67,677,611,611,79,79,21,21,11,3.761904761904762,3.761904761904762,0,0.65625,1
C-001062,OpenLayers,src/ol/control/ScaleLine.js,75,479,405,405,65,65,11,11,11,5.909090909090909,5.909090909090909,0,0.5,1
C-001066,OpenLayers,src/ol/DataTile.js,97,191,95,95,10,10,5,5,4,2.0,2.0,0,0.5555555555555556,0
C-001068,OpenLayers,src/ol/events/Event.js,15,61,47,47,3,3,3,3,2,1.0,1.0,0,0.6,0
C-001069,OpenLayers,src/ol/events/SnapEvent.js,22,51,30,30,1,1,1,1,3,1.0,1.0,0,0.25,0
C-001078,OpenLayers,src/ol/format/filter/Comparison.js,13,26,14,14,1,1,1,1,1,1.0,1.0,0,0.5,0
C-001079,OpenLayers,src/ol/format/filter/ComparisonBinary.js,13,33,21,21,1,1,1,1,2,1.0,1.0,0,0.3333333333333333,0
C-001082,OpenLayers,src/ol/format/filter/During.js,11,30,20,20,1,1,1,1,2,1.0,1.0,0,0.3333333333333333,0
C-001083,OpenLayers,src/ol/format/filter/DWithin.js,12,36,25,25,1,1,1,1,2,1.0,1.0,0,0.3333333333333333,0
C-001087,OpenLayers,src/ol/format/filter/GreaterThanOrEqualTo.js,11,19,9,9,1,1,1,1,0,1.0,1.0,0,1.0,0
C-001089,OpenLayers,src/ol/format/filter/IsBetween.js,11,30,20,20,1,1,1,1,2,1.0,1.0,0,0.3333333333333333,0
C-001094,OpenLayers,src/ol/format/filter/LogicalNary.js,14,28,15,15,1,1,1,1,1,1.0,1.0,0,0.5,0
C-001096,OpenLayers,src/ol/format/filter/NotEqualTo.js,11,20,10,10,1,1,1,1,0,1.0,1.0,0,1.0,0
C-001098,OpenLayers,src/ol/format/filter/ResourceId.js,11,23,13,13,1,1,1,1,1,1.0,1.0,0,0.5,0
C-001100,OpenLayers,src/ol/format/filter/Within.js,12,22,11,11,1,1,1,1,0,1.0,1.0,0,1.0,0
C-001101,OpenLayers,src/ol/format/GeoJSON.js,50,266,217,217,27,27,8,8,5,3.375,3.375,0,0.6153846153846154,0
C-001102,OpenLayers,src/ol/format/GML2.js,49,649,601,601,78,78,27,27,1,2.888888888888889,2.888888888888889,0,0.9642857142857144,1
C-001103,OpenLayers,src/ol/format/GML3.js,62,1035,974,974,125,125,42,42,6,2.9761904761904763,2.9761904761904763,0,0.875,1
C-001104,OpenLayers,src/ol/format/GML32.js,20,50,31,31,4,4,2,2,1,2.0,2.0,0,0.6666666666666666,0
C-001106,OpenLayers,src/ol/format/GPX.js,129,246,118,118,16,16,5,5,2,3.2,3.2,0,0.7142857142857143,0
C-001111,OpenLayers,src/ol/format/MVT.js,39,301,263,263,37,37,7,7,7,5.285714285714286,5.285714285714286,0,0.5,1
C-001117,OpenLayers,src/ol/format/WFS.js,266,675,410,410,60,60,15,15,5,4.0,4.0,0,0.75,1
C-001120,OpenLayers,src/ol/format/WKB.js,701,881,181,181,27,27,9,9,9,3.0,3.0,0,0.5,0
C-001125,OpenLayers,src/ol/format/WMSGetFeatureInfo.js,33,163,131,131,17,17,5,5,3,3.4,3.4,0,0.625,0
C-001126,OpenLayers,src/ol/format/WMTSCapabilities.js,44,77,34,34,5,5,2,2,1,2.5,2.5,0,0.6666666666666666,0
C-001128,OpenLayers,src/ol/format/XMLFeature.js,17,285,269,269,35,35,20,20,1,1.75,1.75,0,0.9523809523809524,0
C-001129,OpenLayers,src/ol/Geolocation.js,46,67,22,22,1,1,1,1,2,1.0,1.0,0,0.3333333333333333,0
C-001130,OpenLayers,src/ol/Geolocation.js,120,415,296,296,36,36,19,19,3,1.894736842105263,1.894736842105263,0,0.8636363636363636,1
C-001131,OpenLayers,src/ol/geom/Circle.js,15,240,226,226,31,31,16,16,0,1.9375,1.9375,0,1.0,0
C-001141,OpenLayers,src/ol/geom/SimpleGeometry.js,17,293,277,277,31,31,17,17,3,1.8235294117647056,1.8235294117647056,0,0.85,1
C-001143,OpenLayers,src/ol/ImageCanvas.js,16,90,75,75,9,9,5,5,3,1.8,1.8,0,0.625,0
C-001145,OpenLayers,src/ol/interaction/DblClickDragZoom.js,22,242,221,221,30,30,9,9,8,3.333333333333333,3.333333333333333,0,0.5294117647058824,0
C-001148,OpenLayers,src/ol/interaction/DragAndDrop.js,94,322,229,229,36,36,9,9,6,4.0,4.0,0,0.6,0
C-001155,OpenLayers,src/ol/interaction/Draw.js,187,202,16,16,1,1,1,1,1,1.0,1.0,0,0.5,0
C-001156,OpenLayers,src/ol/interaction/Draw.js,586,1840,1255,1255,204,204,29,29,28,7.0344827586206895,7.0344827586206895,0,0.5087719298245614,1
C-001157,OpenLayers,src/ol/interaction/Extent.js,60,74,15,15,1,1,1,1,1,1.0,1.0,0,0.5,0
C-001162,OpenLayers,src/ol/interaction/Link.js,75,387,313,313,52,52,11,11,7,4.727272727272728,4.727272727272728,0,0.6111111111111112,1
C-001163,OpenLayers,src/ol/interaction/Modify.js,139,164,26,26,1,1,1,1,2,1.0,1.0,0,0.3333333333333333,0
C-001164,OpenLayers,src/ol/interaction/Modify.js,197,1554,1358,1358,183,183,34,34,22,5.382352941176471,5.382352941176471,0,0.6071428571428571,1
C-001169,OpenLayers,src/ol/interaction/Select.js,96,128,33,33,1,1,1,1,3,1.0,1.0,0,0.25,0
C-001172,OpenLayers,src/ol/interaction/Translate.js,71,112,42,42,1,1,1,1,4,1.0,1.0,0,0.2,0
C-001174,OpenLayers,src/ol/Kinetic.js,11,124,114,114,11,11,6,6,6,1.8333333333333333,1.8333333333333333,0,0.5,0
C-001176,OpenLayers,src/ol/layer/BaseImage.js,47,55,9,9,2,2,1,1,0,2.0,2.0,0,1.0,0
C-001179,OpenLayers,src/ol/layer/Graticule.js,184,1256,1073,1073,108,108,17,17,35,6.352941176470588,6.352941176470588,0,0.3269230769230769,1
C-001180,OpenLayers,src/ol/layer/Group.js,26,41,16,16,1,1,1,1,1,1.0,1.0,0,0.5,0
C-001182,OpenLayers,src/ol/layer/Heatmap.js,67,239,173,173,17,17,11,11,2,1.5454545454545454,1.5454545454545454,0,0.8461538461538461,0
C-001187,OpenLayers,src/ol/layer/VectorImage.js,64,93,30,30,5,5,3,3,1,1.6666666666666667,1.6666666666666667,0,0.75,0
C-001189,OpenLayers,src/ol/layer/WebGLPoints.js,69,124,56,56,4,4,3,3,3,1.3333333333333333,1.3333333333333333,0,0.5,0
C-001191,OpenLayers,src/ol/Map.js,238,1763,1526,1526,192,192,64,64,29,3.0,3.0,0,0.6881720430107527,1
C-001195,OpenLayers,src/ol/net.js,45,63,19,19,1,1,1,1,2,1.0,1.0,0,0.3333333333333333,0
C-001201,OpenLayers,src/ol/proj/epsg3857.js,43,59,17,17,1,1,1,1,0,1.0,1.0,0,1.0,0
C-001203,OpenLayers,src/ol/proj/Projection.js,52,269,218,218,24,24,16,16,10,1.5,1.5,0,0.6153846153846154,0
C-001207,OpenLayers,src/ol/render/canvas/Executor.js,119,1257,1139,1139,141,141,11,11,15,12.818181818181818,12.818181818181818,0,0.4230769230769231,1
C-001212,OpenLayers,src/ol/render/canvas/PolygonBuilder.js,18,259,242,242,30,30,7,7,0,4.285714285714286,4.285714285714286,0,1.0,1
C-001215,OpenLayers,src/ol/render/Feature.js,44,337,294,294,28,28,19,19,7,1.4736842105263157,1.4736842105263157,0,0.7307692307692307,1
C-001217,OpenLayers,src/ol/render/webgl/MixedGeometryBatch.js,73,464,392,392,48,48,11,11,3,4.363636363636363,4.363636363636363,0,0.7857142857142857,1
C-001219,OpenLayers,src/ol/renderer/canvas/ImageLayer.js,29,269,241,241,36,36,5,5,1,7.2,7.2,0,0.8333333333333334,0
C-001220,OpenLayers,src/ol/renderer/canvas/Layer.js,43,325,283,283,29,29,10,10,8,2.9,2.9,0,0.5555555555555556,1
C-001221,OpenLayers,src/ol/renderer/canvas/TileLayer.js,38,768,731,731,91,91,13,13,7,7.0,7.0,0,0.65,1
C-001224,OpenLayers,src/ol/renderer/canvas/VectorTileLayer.js,63,853,791,791,80,80,17,17,3,4.705882352941177,4.705882352941177,0,0.85,1
C-001227,OpenLayers,src/ol/renderer/Map.js,26,238,213,213,22,22,9,9,1,2.4444444444444446,2.4444444444444446,0,0.9,0
C-001241,OpenLayers,src/ol/source/DataTile.js,61,404,344,344,49,49,13,13,9,3.769230769230769,3.769230769230769,0,0.5909090909090909,1
C-001260,OpenLayers,src/ol/source/Tile.js,381,396,16,16,1,1,1,1,1,1.0,1.0,0,0.5,0
C-001266,OpenLayers,src/ol/source/UrlTile.js,39,229,191,191,23,23,11,11,5,2.090909090909091,2.090909090909091,0,0.6875,0
C-001269,OpenLayers,src/ol/source/Vector.js,38,61,24,24,1,1,1,1,2,1.0,1.0,0,0.3333333333333333,0
C-001270,OpenLayers,src/ol/source/Vector.js,175,1128,954,954,109,109,35,35,13,3.1142857142857143,3.1142857142857143,0,0.7291666666666666,1
C-001272,OpenLayers,src/ol/source/WMTS.js,70,334,265,265,25,25,12,12,8,2.083333333333333,2.083333333333333,0,0.6,0
C-001277,OpenLayers,src/ol/structs/LRUCache.js,24,294,271,271,35,35,19,19,5,1.8421052631578947,1.8421052631578947,0,0.7916666666666666,0
C-001278,OpenLayers,src/ol/structs/PriorityQueue.js,24,263,240,240,25,25,15,15,5,1.6666666666666667,1.6666666666666667,0,0.75,0
C-001281,OpenLayers,src/ol/style/Fill.js,17,61,45,45,8,8,4,4,1,2.0,2.0,0,0.8,0
C-001292,OpenLayers,src/ol/tilegrid/TileGrid.js,65,668,604,604,68,68,24,24,12,2.833333333333333,2.833333333333333,0,0.6666666666666666,1
C-001295,OpenLayers,src/ol/TileRange.js,9,132,124,124,26,26,10,10,4,2.6,2.6,0,0.7142857142857143,0
C-001298,OpenLayers,src/ol/View.js,312,1915,1604,1584,202,197,71,69,7,2.8450704225352115,2.855072463768116,2,0.8846153846153846,1
C-001301,OpenLayers,src/ol/webgl/Helper.js,313,1124,812,812,67,67,35,35,17,1.9142857142857144,1.9142857142857144,0,0.6730769230769231,1
C-001312,ApexCharts,src/charts/common/bar/DataLabels.js,4,626,623,623,90,90,7,7,3,12.857142857142858,12.857142857142858,0,0.7,1
C-001314,ApexCharts,src/charts/common/circle/Helpers.js,3,30,28,28,3,3,2,2,2,1.5,1.5,0,0.5,0
C-001315,ApexCharts,src/charts/common/line/Helpers.js,4,149,146,146,32,32,5,5,2,6.4,6.4,0,0.7142857142857143,0
C-001317,ApexCharts,src/charts/HeatMap.js,13,241,229,229,31,31,4,4,8,7.75,7.75,0,0.3333333333333333,1
