ID,LOC,LOCNAMM,WMC,WMCNAMM,NOM,NOMNAMM,NOA,AMW,AMWNAMM,NOAM,WOC,IS_GOD_CLASS
C-001101,217,217,27,27,8,8,5,3.375,3.375,0,0.6153846153846154,0
C-001102,601,601,78,78,27,27,1,2.888888888888889,2.888888888888889,0,0.9642857142857144,1
C-001103,974,974,125,125,42,42,6,2.9761904761904763,2.9761904761904763,0,0.875,1
C-001104,31,31,4,4,2,2,1,2.0,2.0,0,0.6666666666666666,0
C-001106,118,118,16,16,5,5,2,3.2,3.2,0,0.7142857142857143,0
C-001111,263,263,37,37,7,7,7,5.285714285714286,5.285714285714286,0,0.5,1
C-001117,410,410,60,60,15,15,5,4.0,4.0,0,0.75,1
C-001120,181,181,27,27,9,9,9,3.0,3.0,0,0.5,0
C-001125,131,131,17,17,5,5,3,3.4,3.4,0,0.625,0
C-001126,34,34,5,5,2,2,1,2.5,2.5,0,0.6666666666666666,0
C-001128,269,269,35,35,20,20,1,1.75,1.75,0,0.9523809523809524,0
C-001129,22,22,1,1,1,1,2,1.0,1.0,0,0.3333333333333333,0
C-001130,296,296,36,36,19,19,3,1.894736842105263,1.894736842105263,0,0.8636363636363636,1
C-001131,226,226,31,31,16,16,0,1.9375,1.9375,0,1.0,0
C-001141,277,277,31,31,17,17,3,1.8235294117647056,1.8235294117647056,0,0.85,1
C-001143,75,75,9,9,5,5,3,1.8,1.8,0,0.625,0
C-001145,221,221,30,30,9,9,8,3.333333333333333,3.333333333333333,0,0.5294117647058824,0
C-001148,229,229,36,36,9,9,6,4.0,4.0,0,0.6,0
C-001155,16,16,1,1,1,1,1,1.0,1.0,0,0.5,0
C-001156,1255,1255,204,204,29,29,28,7.0344827586206895,7.0344827586206895,0,0.5087719298245614,1
C-001157,15,15,1,1,1,1,1,1.0,1.0,0,0.5,0
C-001162,313,313,52,52,11,11,7,4.727272727272728,4.727272727272728,0,0.6111111111111112,1
C-001163,26,26,1,1,1,1,2,1.0,1.0,0,0.3333333333333333,0
C-001164,1358,1358,183,183,34,34,22,5.382352941176471,5.382352941176471,0,0.6071428571428571,1
C-001169,33,33,1,1,1,1,3,1.0,1.0,0,0.25,0
C-001172,42,42,1,1,1,1,4,1.0,1.0,0,0.2,0
C-001174,114,114,11,11,6,6,6,1.8333333333333333,1.8333333333333333,0,0.5,0
C-001176,9,9,2,2,1,1,0,2.0,2.0,0,1.0,0
C-001179,1073,1073,108,108,17,17,35,6.352941176470588,6.352941176470588,0,0.3269230769230769,1
C-001180,16,16,1,1,1,1,1,1.0,1.0,0,0.5,0
C-001182,173,173,17,17,11,11,2,1.5454545454545454,1.5454545454545454,0,0.8461538461538461,0
C-001187,30,30,5,5,3,3,1,1.6666666666666667,1.6666666666666667,0,0.75,0
C-001189,56,56,4,4,3,3,3,1.3333333333333333,1.3333333333333333,0,0.5,0
C-001191,1526,1526,192,192,64,64,29,3.0,3.0,0,0.6881720430107527,1
C-001195,19,19,1,1,1,1,2,1.0,1.0,0,0.3333333333333333,0
C-001201,17,17,1,1,1,1,0,1.0,1.0,0,1.0,0
C-001203,218,218,24,24,16,16,10,1.5,1.5,0,0.6153846153846154,0
C-001207,1139,1139,141,141,11,11,15,12.818181818181818,12.818181818181818,0,0.4230769230769231,1
C-001212,242,242,30,30,7,7,0,4.285714285714286,4.285714285714286,0,1.0,1
C-001215,294,294,28,28,19,19,7,1.4736842105263157,1.4736842105263157,0,0.7307692307692307,1
C-001217,392,392,48,48,11,11,3,4.363636363636363,4.363636363636363,0,0.7857142857142857,1
C-001219,241,241,36,36,5,5,1,7.2,7.2,0,0.8333333333333334,0
C-001220,283,283,29,29,10,10,8,2.9,2.9,0,0.5555555555555556,1
C-001221,731,731,91,91,13,13,7,7.0,7.0,0,0.65,1
C-001224,791,791,80,80,17,17,3,4.705882352941177,4.705882352941177,0,0.85,1
C-001227,213,213,22,22,9,9,1,2.4444444444444446,2.4444444444444446,0,0.9,0
C-001241,344,344,49,49,13,13,9,3.769230769230769,3.769230769230769,0,0.5909090909090909,1
C-001260,16,16,1,1,1,1,1,1.0,1.0,0,0.5,0
C-001266,191,191,23,23,11,11,5,2.090909090909091,2.090909090909091,0,0.6875,0
C-001269,24,24,1,1,1,1,2,1.0,1.0,0,0.3333333333333333,0
C-001270,954,954,109,109,35,35,13,3.1142857142857143,3.1142857142857143,0,0.7291666666666666,1
C-001272,265,265,25,25,12,12,8,2.083333333333333,2.083333333333333,0,0.6,0
C-001277,271,271,35,35,19,19,5,1.8421052631578947,1.8421052631578947,0,0.7916666666666666,0
C-001278,240,240,25,25,15,15,5,1.6666666666666667,1.6666666666666667,0,0.75,0
C-001281,45,45,8,8,4,4,1,2.0,2.0,0,0.8,0
C-001292,604,604,68,68,24,24,12,2.833333333333333,2.833333333333333,0,0.6666666666666666,1
C-001295,124,124,26,26,10,10,4,2.6,2.6,0,0.7142857142857143,0
C-001298,1604,1584,202,197,71,69,7,2.8450704225352115,2.855072463768116,2,0.8846153846153846,1
C-001301,812,812,67,67,35,35,17,1.9142857142857144,1.9142857142857144,0,0.6730769230769231,1
C-001312,623,623,90,90,7,7,3,12.857142857142858,12.857142857142858,0,0.7,1
C-001314,28,28,3,3,2,2,2,1.5,1.5,0,0.5,0
C-001315,146,146,32,32,5,5,2,6.4,6.4,0,0.7142857142857143,0
C-001317,229,229,31,31,4,4,8,7.75,7.75,0,0.3333333333333333,1
C-001318,875,875,104,104,9,9,11,11.555555555555555,11.555555555555555,0,0.45,1
C-001319,1044,1044,128,128,15,15,19,8.533333333333333,8.533333333333333,0,0.4411764705882353,1
C-001321,456,456,47,47,7,7,12,6.714285714285714,6.714285714285714,0,0.3684210526315789,1
C-001323,260,260,47,47,4,4,4,11.75,11.75,0,0.5,1
C-001327,279,279,55,55,7,7,2,7.857142857142857,7.857142857142857,0,0.7777777777777778,1
C-001330,115,115,14,14,4,4,3,3.5,3.5,0,0.5714285714285714,0
C-001335,566,566,60,60,9,9,10,6.666666666666667,6.666666666666667,0,0.4736842105263157,1
C-001336,17,17,2,2,2,2,1,1.0,1.0,0,0.6666666666666666,0
C-001339,132,132,12,12,3,3,2,4.0,4.0,0,0.6,0
C-001341,369,369,62,62,7,7,2,8.857142857142858,8.857142857142858,0,0.7777777777777778,1
C-001346,201,201,7,7,4,4,2,1.75,1.75,0,0.6666666666666666,0
C-001349,397,397,71,71,8,8,4,8.875,8.875,0,0.6666666666666666,1
C-001350,203,203,25,25,10,10,2,2.5,2.5,0,0.8333333333333334,0
C-001352,1014,1014,161,161,26,26,2,6.1923076923076925,6.1923076923076925,0,0.9285714285714286,1
C-001353,88,88,12,12,4,4,2,3.0,3.0,0,0.6666666666666666,0
C-001354,69,69,2,2,2,2,2,1.0,1.0,0,0.5,0
C-001355,35,35,6,6,2,2,2,3.0,3.0,0,0.5,0
C-001356,296,296,36,36,8,8,2,4.5,4.5,0,0.8,1
C-001357,278,278,29,29,8,8,2,3.625,3.625,0,0.8,1
C-001358,463,463,103,103,8,8,6,12.875,12.875,0,0.5714285714285714,1
C-001359,245,245,56,56,6,6,2,9.333333333333334,9.333333333333334,0,0.75,1
C-001360,564,564,119,119,9,9,3,13.22222222222222,13.22222222222222,0,0.75,1
C-001362,592,592,78,78,11,11,2,7.090909090909091,7.090909090909091,0,0.8461538461538461,1
C-001363,470,470,66,66,21,21,3,3.142857142857143,3.142857142857143,0,0.875,1
C-001364,329,329,80,80,10,10,1,8.0,8.0,0,0.9090909090909092,1
C-001365,983,983,48,48,27,27,1,1.7777777777777777,1.7777777777777777,0,0.9642857142857144,1
C-001366,225,225,8,8,3,3,0,2.6666666666666665,2.6666666666666665,0,1.0,1
C-001371,514,514,64,64,19,19,7,3.3684210526315788,3.3684210526315788,0,0.7307692307692307,1
C-001372,184,184,28,28,6,6,2,4.666666666666667,4.666666666666667,0,0.75,0
C-001373,354,354,59,59,6,6,3,9.833333333333334,9.833333333333334,0,0.6666666666666666,1
C-001374,489,489,78,78,9,9,4,8.666666666666666,8.666666666666666,0,0.6923076923076923,1
C-001376,433,433,92,92,10,10,3,9.2,9.2,0,0.7692307692307693,1
C-001380,230,230,43,43,13,13,5,3.3076923076923075,3.3076923076923075,0,0.7222222222222222,0
